"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"BRENTWOOD","US HOUSE","","","TOTAL",0,"ROCKINGHAM","33015","BRENTWOOD","3301507220","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"BRENTWOOD","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1405,"ROCKINGHAM","33015","BRENTWOOD","3301507220","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"BRENTWOOD","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",42,"ROCKINGHAM","33015","BRENTWOOD","3301507220","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"BRENTWOOD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1420,"ROCKINGHAM","33015","BRENTWOOD","3301507220","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"BROOKFIELD","US HOUSE","","","TOTAL",1,"CARROLL","33003","BROOKFIELD","3300307940","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"BROOKFIELD","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",223,"CARROLL","33003","BROOKFIELD","3300307940","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"BROOKFIELD","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",10,"CARROLL","33003","BROOKFIELD","3300307940","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"BROOKFIELD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",306,"CARROLL","33003","BROOKFIELD","3300307940","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CAMPTON","US HOUSE","","","TOTAL",1,"GRAFTON","33009","CAMPTON","3300908660","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"CAMPTON","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1093,"GRAFTON","33009","CAMPTON","3300908660","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CAMPTON","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",58,"GRAFTON","33009","CAMPTON","3300908660","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CAMPTON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",959,"GRAFTON","33009","CAMPTON","3300908660","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CANDIA","US HOUSE","","","TOTAL",0,"ROCKINGHAM","33015","CANDIA","3301509300","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"CANDIA","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1026,"ROCKINGHAM","33015","CANDIA","3301509300","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CANDIA","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",88,"ROCKINGHAM","33015","CANDIA","3301509300","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CANDIA","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1614,"ROCKINGHAM","33015","CANDIA","3301509300","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHATHAM","US HOUSE","","","TOTAL",0,"CARROLL","33003","CHATHAM","3300311780","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"CHATHAM","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",100,"CARROLL","33003","CHATHAM","3300311780","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHATHAM","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",5,"CARROLL","33003","CHATHAM","3300311780","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHATHAM","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",130,"CARROLL","33003","CHATHAM","3300311780","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHESTER","US HOUSE","","","TOTAL",0,"ROCKINGHAM","33015","CHESTER","3301512100","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"CHESTER","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1378,"ROCKINGHAM","33015","CHESTER","3301512100","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHESTER","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",102,"ROCKINGHAM","33015","CHESTER","3301512100","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CHESTER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1910,"ROCKINGHAM","33015","CHESTER","3301512100","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CONWAY","US HOUSE","","","TOTAL",6,"CARROLL","33003","CONWAY","3300314660","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"CONWAY","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",3263,"CARROLL","33003","CONWAY","3300314660","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CONWAY","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",111,"CARROLL","33003","CONWAY","3300314660","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"CONWAY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",2333,"CARROLL","33003","CONWAY","3300314660","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DANVILLE","US HOUSE","","","TOTAL",11,"ROCKINGHAM","33015","DANVILLE","3301517140","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DANVILLE","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1027,"ROCKINGHAM","33015","DANVILLE","3301517140","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DANVILLE","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",81,"ROCKINGHAM","33015","DANVILLE","3301517140","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DANVILLE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1591,"ROCKINGHAM","33015","DANVILLE","3301517140","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DERRY","US HOUSE","","","TOTAL",3,"ROCKINGHAM","33015","DERRY","3301517940","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DERRY","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",7970,"ROCKINGHAM","33015","DERRY","3301517940","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DERRY","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",451,"ROCKINGHAM","33015","DERRY","3301517940","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DERRY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",8938,"ROCKINGHAM","33015","DERRY","3301517940","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 1","US HOUSE","","","TOTAL",0,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 1","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",2290,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 1","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",96,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",778,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 2","US HOUSE","","","TOTAL",1,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 2","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",2246,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 2","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",110,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",858,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 3","US HOUSE","","","TOTAL",1,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 3","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",2318,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 3","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",89,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1439,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 4","US HOUSE","","","TOTAL",0,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 4","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",2097,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 4","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",85,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 4","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1189,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 5","US HOUSE","","","TOTAL",1,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 5","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1626,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 5","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",82,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 5","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1008,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 6","US HOUSE","","","TOTAL",6,"STRAFFORD","33017","DOVER","3301718820","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 6","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",1526,"STRAFFORD","33017","DOVER","3301718820","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 6","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",61,"STRAFFORD","33017","DOVER","3301718820","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DOVER WARD 6","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",976,"STRAFFORD","33017","DOVER","3301718820","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DURHAM","US HOUSE","","","TOTAL",1,"STRAFFORD","33017","DURHAM","3301719700","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"DURHAM","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",5656,"STRAFFORD","33017","DURHAM","3301719700","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DURHAM","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",179,"STRAFFORD","33017","DURHAM","3301719700","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"DURHAM","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1661,"STRAFFORD","33017","DURHAM","3301719700","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"EAST KINGSTON","US HOUSE","","","TOTAL",0,"ROCKINGHAM","33015","EAST KINGSTON","3301521380","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
"EAST KINGSTON","US HOUSE","DEMOCRAT","DEMOCRAT","TOTAL",721,"ROCKINGHAM","33015","EAST KINGSTON","3301521380","CHRIS PAPPAS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"EAST KINGSTON","US HOUSE","LIBERTARIAN","LIBERTARIAN","TOTAL",46,"ROCKINGHAM","33015","EAST KINGSTON","3301521380","ZACHARY S DUMONT","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"EAST KINGSTON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",884,"ROCKINGHAM","33015","EAST KINGSTON","3301521380","MATT MOWERS","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","FALSE","NH","33","12","04","2020-11-03","FALSE"
"EATON","US HOUSE","","","TOTAL",0,"CARROLL","33003","EATON","3300323380","WRITEIN","001",1,"HOUSE",2020,"GEN","NEW HAMPSHIRE","FALSE","TRUE","NH","33","12","04","2020-11-03","FALSE"
