precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,readme_check,magnitude
PRECINCT #7.78,US HOUSE,REPUBLICAN,REPUBLICAN,,174,POWELL,30077,POWELL,30077,RYAN K ZINKE,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,US HOUSE,REPUBLICAN,REPUBLICAN,,141,POWELL,30077,POWELL,30077,RYAN K ZINKE,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,9,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,8,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,11,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #12.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,8,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #14.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,14,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,7,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #2.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,2,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,12,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,29,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,16,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,26,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,US HOUSE,LIBERTARIAN,LIBERTARIAN,,20,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,US HOUSE,LIBERTARIAN,LIBERTARIAN,,10,POWELL,30077,POWELL,30077,JOHN LAMB,001,HOUSE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,105,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,50,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,59,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #12.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,83,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #14.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,118,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,79,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #2.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,62,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,195,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,154,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,171,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,195,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,192,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,133,POWELL,30077,POWELL,30077,JIM RICE,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,17,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,20,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,19,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #12.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,25,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #14.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,17,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,28,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #2.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,19,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,66,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,94,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,87,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,76,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,60,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,SUPREME COURT JUSTICE #1,NONPARTISAN,NONPARTISAN,,35,POWELL,30077,POWELL,30077,BILL DALTON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,25,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,24,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,25,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #12.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,42,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #14.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,80,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,45,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #2.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,43,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,100,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,123,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,147,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,147,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,139,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,75,POWELL,30077,POWELL,30077,INGRID GUSTAFSON,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,111,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,54,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,67,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #12.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,81,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #14.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,84,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,74,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #2.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,54,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,194,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,153,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,146,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,150,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,131,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #8.80,SUPREME COURT JUSTICE #2,NONPARTISAN,NONPARTISAN,,101,POWELL,30077,POWELL,30077,JAMES BROWN,,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,31,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,69,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,84,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,127,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,112,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,STATE SENATE,DEMOCRAT,DEMOCRAT,,112,POWELL,30077,POWELL,30077,JESSE JAMES MULLEN,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,95,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,245,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,200,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,178,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,201,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,STATE SENATE,REPUBLICAN,REPUBLICAN,,166,POWELL,30077,POWELL,30077,TERRY VERMEIRE,039,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #16.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,108,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #3.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,267,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #4.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,240,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #5.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,250,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #6.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,246,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #7.78,STATE HOUSE,REPUBLICAN,REPUBLICAN,,251,POWELL,30077,POWELL,30077,GREGORY LEE FRAZER,078,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #1.80,STATE HOUSE,REPUBLICAN,REPUBLICAN,,138,POWELL,30077,POWELL,30077,BECKY BEARD,080,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #10.80,STATE HOUSE,REPUBLICAN,REPUBLICAN,,77,POWELL,30077,POWELL,30077,BECKY BEARD,080,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
PRECINCT #11.80,STATE HOUSE,REPUBLICAN,REPUBLICAN,,88,POWELL,30077,POWELL,30077,BECKY BEARD,080,STATE,2022,GEN,MONTANA,FALSE,FALSE,MT,30,81,64,2022-11-08,FALSE,1
